Gender,Gendet_text,Race,Race_text,Education,Reationshship Status,Relationship_text,Employment,Employment_text,Age,Religion,Household,Siblings,A1,E1,P1,N1,A2,H1,M1,R1,M2,E2,Lon,H2,P2,N2,A3,N3,E3,H3,R2,M3,R3,P3,hap,PANAS_1,PANAS_2,PANAS_3,PANAS_4,PANAS_5,PANAS_6,PANAS_7,PANAS_8,PANAS_9,PANAS_10,PANAS_11,PANAS_12,PANAS_13,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,big5_11,big5_12,big5_13,big5_14,big5_15,Q44
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,Single,,Retired,,62,Somewhat,1,1,1,7,0,6,3,4,2,4,3,3,9,3,2,4,3,9,7,3,4,2,5,1,2,2,4,3,4,2,3,4,2,5,3,1,3,2,2,3,2,2,2,4,4,5,4,4,3,4,5,5,2,1,3,3,2,4,You need to add the options of 0 ffamily members other than me and siblings.  I live alone and have no siblings living.
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,I prefer not to answer,,Part time,,66,Somewhat,1,1,5,6,7,0,5,7,10,10,10,7,0,7,8,2,10,2,5,7,9,10,8,8,8,4,2,4,1,4,4,2,4,2,1,4,2,4,5,5,5,6,4,2,5,2,1,4,2,1,1,1,1,4,4,5,4,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Student,,21,,1,4,8,9,2,10,7,5,5,3,3,6,7,6,3,6,8,8,8,6,3,5,6,2,4,3,4,3,4,3,2,4,1,2,4,1,4,2,2,2,2,2,1,4,4,4,5,5,4,4,4,5,1,3,2,4,2,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,28,Somewhat,1,1,2,4,2,7,3,4,2,2,3,3,10,2,3,3,5,7,4,4,1,3,1,2,2,2,3,2,3,2,2,3,2,4,3,2,2,2,2,4,1,2,1,5,5,3,4,2,2,2,4,5,3,2,2,4,2,2,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Part time,,40,,1,1,1,6,5,8,2,6,1,8,6,4,3,5,5,1,2,7,7,6,8,1,8,2,4,3,3,3,2,1,3,2,3,3,2,3,1,2,2,2,1,2,1,5,4,1,4,4,1,1,3,4,2,1,3,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Unemployed,,64,,1,2,7,8,1,2,6,7,6,5,10,8,5,8,8,3,8,4,8,8,4,7,4,5,5,3,3,3,2,3,3,2,2,3,1,1,1,3,2,4,4,4,3,4,4,4,1,5,5,3,2,3,2,4,3,4,4,5,"Happy and sad are relative terms, very extreme."
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Associate degree in college (2year),Single,,Selfemployed,,34,Prefer not to answer,4,2,6,9,8,3,7,5,5,9,8,9,0,8,7,1,6,3,9,7,9,5,5,5,7,4,3,4,3,3,4,2,4,2,3,3,2,3,4,4,3,4,1,5,3,1,3,5,3,1,3,1,1,3,3,3,4,4,No issues concerns. Survey functioned properly.
Female,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Master's degree,In a relationship,,Full time,,31,,3,2,7,7,7,2,7,8,5,8,5,7,2,8,8,4,9,3,3,8,7,7,6,7,8,4,2,4,2,4,4,2,4,2,2,4,2,4,3,4,4,4,2,4,3,2,2,2,4,4,1,2,3,3,3,4,4,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Retired,,76,,2,2,6,7,7,2,7,4,6,6,7,7,3,5,8,2,7,2,8,5,7,7,6,6,7,4,2,4,2,4,4,2,4,2,2,4,2,4,4,4,5,5,3,3,4,2,2,4,3,2,3,2,3,3,4,4,3,3,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Bachelor's degree in college (4year),Single,,Selfemployed,,52,Somewhat,3,2,3,7,7,3,4,8,6,5,8,7,0,7,4,3,9,3,8,9,6,4,5,5,8,4,2,4,3,5,5,1,3,3,2,3,2,3,2,2,2,2,2,4,5,1,5,5,3,2,1,2,1,4,4,4,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),"Other, please specify",divorced,Retired,,71,,4,1,7,8,2,1,8,7,8,9,8,8,3,8,8,1,9,2,9,8,9,7,8,8,8,3,3,3,2,4,3,2,3,2,2,2,2,3,4,3,4,5,5,5,5,4,1,5,3,2,4,2,1,1,1,4,5,5,"just to say, good luck with your data collection..."
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,"Other, please specify",divorced,Retired,,63,Somewhat,1,3,7,9,3,8,7,6,7,2,7,8,0,5,7,7,10,6,8,7,6,7,6,7,1,4,3,3,3,4,4,3,1,2,3,3,3,4,2,3,5,3,1,5,5,2,5,4,1,1,3,5,1,2,4,5,2,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,54,,1,4,5,8,1,5,6,4,4,5,6,6,10,1,2,3,8,7,10,4,1,4,3,2,4,2,4,3,3,2,2,3,2,4,3,2,3,2,2,2,2,2,2,2,4,5,4,4,4,2,5,5,5,1,2,2,4,5,
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Bachelor's degree in college (4year),In a relationship,,Full time,,34,,1,3,7,8,9,4,7,10,9,9,7,8,1,9,8,3,9,2,5,10,10,7,9,9,9,4,2,4,2,4,4,2,4,2,2,3,2,4,7,7,7,7,6,5,5,3,4,5,1,1,4,2,2,4,3,5,4,2,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Selfemployed,,49,,1,1,3,7,1,9,3,6,3,1,3,6,9,6,2,2,7,4,8,5,1,2,1,2,2,3,4,3,4,1,3,4,2,3,4,1,2,1,1,2,2,1,1,5,2,3,5,5,1,4,3,4,1,3,3,3,2,3,"On the first page, two of the questions did not include the accurate answer as an option. In fact, I live alone (there are zero people who live with me besides myself), and I have no siblings (my sibling died). Thanks."
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),American Indian Alaska Native(e.g. Navajo Nation, Blackfeet Trive, Mayan, Aztec, Native Villave of Barrow Inupiat Traditional Government, Nome Eskimo Community)",,Master's degree,Single,,Full time,,60,,1,1,8,8,5,6,8,8,9,6,9,7,4,7,7,3,9,2,8,8,2,9,3,7,5,4,3,3,3,4,4,3,3,3,4,3,3,4,1,2,2,5,1,2,2,1,3,5,3,2,1,2,1,4,3,5,4,5,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,Single,,Retired,,61,,2,1,5,4,2,1,3,0,6,9,3,3,7,0,6,1,6,7,4,1,6,5,8,0,4,3,2,3,1,2,4,2,4,4,1,3,1,3,2,3,4,5,3,4,5,2,3,3,2,1,1,3,2,2,5,5,5,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Other,on ADA leave from long covid,46,,1,5,3,5,2,10,6,3,1,5,1,3,10,0,2,7,2,8,7,1,5,4,3,2,1,2,4,1,5,2,2,4,1,5,4,1,5,1,1,1,1,3,1,4,4,2,4,4,3,4,5,2,2,1,2,3,3,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Retired,,71,Somewhat,1,2,8,9,4,4,7,4,9,7,9,7,2,2,8,5,10,3,8,5,7,8,9,7,8,4,1,4,3,4,4,3,3,2,1,3,3,4,5,5,6,6,1,4,3,1,4,1,5,2,2,3,2,4,1,5,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Unemployed,,55,,1,2,1,5,1,2,2,5,1,1,7,4,7,3,2,5,10,8,2,1,0,1,1,1,2,2,4,3,3,1,3,3,2,4,2,1,3,1,1,2,1,2,1,4,3,1,4,4,1,4,4,5,2,1,1,5,5,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,55, Much,1,2,5,2,5,3,3,6,6,7,7,6,3,4,7,1,9,2,2,3,8,8,6,8,7,3,2,3,1,3,4,1,3,2,1,3,1,3,5,6,5,4,4,5,3,2,2,3,3,3,2,4,3,2,2,4,5,4,nothing to add  thank you
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Part time,,43,Somewhat,3,1,6,8,6,7,6,5,7,7,7,6,8,3,6,4,9,6,8,5,5,6,8,3,7,3,3,3,2,3,3,2,3,2,2,3,2,3,6,6,5,6,5,2,5,2,4,4,5,2,2,4,4,2,3,5,4,2,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Bachelor's degree in college (4year),Single,,Retired,,63, Much,2,4,6,9,5,0,6,7,7,9,3,7,6,6,8,0,10,3,8,8,5,6,9,9,8,4,1,4,1,3,4,1,3,1,2,3,1,4,5,4,5,5,1,4,3,1,1,1,3,1,1,2,1,2,4,4,1,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Unemployed,,61,,1,3,7,7,7,0,9,6,7,9,8,7,4,4,7,2,10,2,7,4,10,7,9,6,8,4,2,4,2,4,4,2,4,2,2,4,3,4,6,6,6,7,3,5,4,1,1,3,4,2,1,1,4,3,2,4,5,4,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Less than high school degree,Single,,Unemployed,,33,,2,2,0,7,5,0,0,8,0,3,0,8,8,10,2,5,8,8,7,8,2,0,2,0,5,3,4,3,3,1,2,3,3,3,1,2,1,1,1,1,1,1,4,4,4,3,1,5,1,3,3,4,5,3,1,3,1,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,65, Much,1,1,8,9,9,1,8,10,9,8,8,9,2,10,9,1,9,1,7,10,9,9,9,9,9,4,2,4,2,3,5,1,4,2,1,4,2,4,6,6,7,6,5,1,5,1,1,5,1,1,1,1,1,4,5,5,5,4,
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Associate degree in college (2year),Single,,Part time,,35,,1,2,5,5,4,3,5,6,5,5,5,5,5,5,4,4,6,4,5,6,4,5,5,6,3,3,3,3,3,3,3,3,2,2,1,1,2,3,3,4,4,4,4,5,4,4,3,3,2,3,3,3,3,2,2,3,4,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Full time,,40,Somewhat,4,3,2,7,6,7,3,7,3,2,2,6,0,7,3,5,4,3,6,8,7,3,4,4,4,3,4,4,3,2,4,1,3,2,2,2,2,3,2,3,3,2,1,5,2,4,4,5,1,4,4,2,1,2,4,2,3,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Full time,,62, Much,1,1,10,10,6,5,9,5,9,9,10,10,1,4,8,1,8,1,4,5,9,10,8,10,8,4,1,5,1,4,5,1,5,1,1,3,1,5,5,5,6,6,5,1,5,1,2,5,4,1,1,1,1,5,4,5,5,5,"I believe we are all a work in progress, we all have hopes, dreams, and goals and I am working hard to build the foundations fall of them to happen."
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,"Other, please specify",MARRIED,Full time,,45,,2,1,8,10,10,1,9,8,10,10,10,10,0,8,10,1,10,0,9,8,10,9,10,9,10,5,1,5,1,5,5,1,5,1,1,5,1,5,6,7,7,7,3,1,4,4,1,5,1,1,2,1,1,5,4,5,5,5,Thank you and good luck!
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Selfemployed,,49, Much,2,2,4,8,5,3,6,0,5,1,2,6,10,0,5,1,7,7,9,1,1,7,2,4,3,3,3,3,3,2,2,3,2,4,1,2,1,2,1,1,1,4,4,2,5,1,2,4,3,1,2,4,1,3,4,4,4,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Retired,,62,,1,3,5,5,1,1,6,7,2,7,3,3,7,4,5,1,10,2,5,8,5,2,3,5,5,3,3,4,1,3,3,2,3,3,1,1,1,4,2,3,3,3,2,5,3,1,2,3,1,3,2,4,4,3,4,5,4,3,
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,Single,,Student,,24,Somewhat,3,1,4,8,2,8,0,3,0,7,0,3,0,0,1,3,8,7,3,2,4,0,9,1,1,2,4,2,4,2,3,4,2,4,4,2,3,2,1,1,1,1,1,5,3,1,4,4,1,1,1,3,1,1,3,5,4,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Retired,,71,Somewhat,1,1,9,8,8,0,9,8,8,9,8,7,0,8,9,1,10,1,8,8,10,9,10,9,9,5,1,4,1,4,5,1,5,1,1,4,1,5,6,6,6,6,3,4,5,1,1,2,3,1,1,1,4,4,4,5,5,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,I prefer not to answer,,Full time,,54,Prefer not to answer,1,More than 10,5,7,5,3,7,7,5,2,5,5,8,6,5,5,9,5,7,8,1,5,2,5,5,3,3,3,3,3,3,3,3,3,2,2,2,3,4,6,4,3,6,4,4,2,3,4,3,3,3,3,2,3,2,3,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,53,Somewhat,2,2,7,2,1,6,4,7,6,9,7,1,3,7,6,7,9,6,2,9,9,6,7,2,6,3,3,4,2,4,4,2,3,3,2,2,4,3,3,4,5,6,2,1,4,4,2,2,4,1,2,4,2,4,4,4,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,High school graduate (high school diploma equivalent including GED),In a relationship,,Part time,,48, Much,4,2,2,9,4,5,5,6,7,4,8,5,7,4,7,1,7,7,9,6,7,4,7,5,7,3,4,3,3,3,4,3,3,3,4,3,2,3,2,5,5,6,5,5,5,2,5,2,4,2,4,4,2,1,4,4,4,5,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Selfemployed,,53,,1,1,4,7,4,9,4,5,6,7,5,7,2,5,5,3,7,2,9,5,7,2,4,4,5,3,3,4,3,2,3,4,3,1,2,2,3,3,2,4,2,5,1,3,4,4,5,4,3,4,5,2,4,2,3,4,3,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,"Professional degree (JD, MD)",Single,,Full time,,45, Much,2,1,4,8,3,6,6,7,6,3,10,4,9,7,3,6,6,8,9,9,5,5,4,2,2,2,4,2,4,4,2,4,1,3,1,1,3,1,3,2,2,2,2,3,4,2,3,4,3,5,5,4,1,4,4,5,5,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Full time,,54,,2,1,8,7,8,3,7,6,8,5,8,8,2,6,8,3,9,3,3,7,9,8,9,9,9,4,2,4,2,4,4,2,4,2,1,4,2,4,6,6,6,6,3,4,4,2,2,4,3,4,2,2,2,4,4,5,4,5,None.
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Bachelor's degree in college (4year),Single,,Selfemployed,,48,,1,5,5,7,5,0,7,10,7,5,5,5,3,9,5,3,7,1,6,10,8,8,5,5,5,3,2,3,2,3,3,2,3,1,1,3,3,3,2,2,2,2,2,4,4,2,3,4,3,1,2,1,1,4,4,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,In a relationship,,Full time,,62,,1,2,9,7,3,1,9,7,7,9,8,8,3,7,8,1,9,3,7,5,8,8,8,8,7,4,1,4,1,3,4,1,4,2,1,3,1,4,5,5,5,5,2,2,4,1,1,5,3,1,1,1,1,4,5,5,5,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Some college but no degree,Single,,Unemployed,,23,,2,1,4,7,7,5,6,7,7,7,10,7,8,7,7,4,6,5,7,6,10,4,4,7,7,4,3,4,3,3,4,3,4,3,1,4,3,4,3,5,4,2,1,5,5,5,4,5,4,3,4,3,4,4,2,3,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,48,,3,3,6,6,5,8,7,7,9,9,9,7,1,7,5,6,9,3,6,6,10,8,9,8,8,3,4,4,3,3,4,4,4,2,2,2,3,4,6,6,6,6,5,4,4,2,5,3,2,4,4,2,2,2,2,3,3,3,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Retired,,64,,1,1,4,4,7,7,5,5,5,8,5,6,4,1,6,4,8,4,6,6,8,4,8,6,6,4,3,4,2,2,4,2,3,2,3,3,3,3,5,6,5,5,3,5,4,2,5,4,2,4,4,4,2,3,2,3,2,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Part time,,47,Somewhat,7,2,7,8,8,3,7,6,8,7,7,8,0,6,9,2,8,3,8,6,7,7,7,8,8,5,1,4,1,3,4,1,4,2,1,4,2,4,6,6,6,6,6,5,4,1,1,4,3,4,1,1,2,3,4,5,5,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,42,,3,2,7,8,8,1,8,8,8,9,8,8,2,7,8,2,9,1,8,7,8,8,9,8,8,4,1,4,1,4,4,1,4,1,1,4,2,4,6,6,6,6,4,2,2,2,1,4,4,2,2,1,1,4,4,4,4,4,thanks
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Retired,,81,,1,3,9,9,8,4,8,8,9,9,8,9,2,8,9,2,10,5,8,8,7,8,9,8,9,4,2,4,2,3,4,1,4,2,2,4,2,4,6,6,6,5,1,4,5,2,2,5,1,2,2,1,1,3,4,4,4,5,There was one question that asked how many people live in my household besides myself. There was no option to say 0...no one else lives with me. I could not proceed without an answer so I chose 1.  But the truth is I live alone.
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Some college but no degree,In a relationship,,Student,,20, Much,4,1,6,5,8,3,5,3,9,7,7,7,3,4,8,4,9,4,6,4,5,7,5,5,7,4,3,4,3,5,3,2,4,3,1,5,3,4,5,5,5,5,5,1,5,1,4,4,2,2,2,1,1,5,4,5,5,5,
Female,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Bachelor's degree in college (4year),In a relationship,,Full time,,32,,1,1,6,6,5,8,5,5,3,7,4,6,6,3,6,1,8,5,6,5,8,4,7,6,6,3,3,3,2,2,4,2,3,2,1,3,2,3,2,7,7,7,2,5,4,4,4,4,2,4,4,5,2,3,4,3,4,2,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Retired,,72, Much,1,7,9,9,10,0,10,8,10,10,9,9,0,6,10,2,10,1,7,8,10,10,9,8,10,5,1,5,1,5,5,1,5,1,1,5,1,4,5,6,5,6,3,2,5,4,4,5,4,1,1,1,1,4,5,5,5,5,
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Associate degree in college (2year),"Other, please specify",Married,Full time,,46, Much,2,3,9,7,9,2,9,7,10,10,9,8,0,7,8,2,9,2,5,7,10,10,10,8,8,4,2,4,1,4,4,2,4,2,1,4,1,4,4,4,5,5,3,3,5,1,1,3,3,1,1,1,2,4,4,5,5,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,40,Somewhat,2,1,7,7,6,4,6,7,8,6,8,7,2,6,8,5,8,3,6,6,5,8,7,5,8,4,2,4,2,4,4,2,4,2,1,4,3,3,6,6,6,6,5,3,3,1,1,3,4,4,2,1,3,4,3,5,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Doctoral degree,Single,,Full time,,43,,1,4,8,4,7,1,8,8,6,9,6,7,0,8,8,2,10,2,8,8,5,6,7,9,9,4,2,4,2,4,3,2,4,1,1,4,2,5,6,7,6,7,7,1,3,4,2,2,2,4,4,1,1,3,3,3,2,3,I have no other people in my household but I didn't have the option to choose zero 
Male,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Bachelor's degree in college (4year),In a relationship,,Full time,,31,Somewhat,3,2,9,9,9,5,9,9,9,9,9,9,9,8,9,1,9,1,9,9,9,9,9,9,9,4,3,4,2,5,5,3,5,3,2,4,2,5,6,6,6,6,6,1,4,1,1,4,4,1,2,1,1,4,4,4,4,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Full time,,65,Somewhat,More than 10,2,6,8,7,3,7,6,7,6,8,6,5,6,3,3,8,4,5,7,10,5,8,9,7,4,3,4,2,3,4,2,4,2,2,3,3,5,2,1,4,5,1,4,5,2,2,4,2,1,2,2,1,3,4,4,4,5,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Associate degree in college (2year),In a relationship,,Full time,,61,,2,2,7,8,8,1,7,6,8,10,9,8,0,6,9,1,8,0,9,7,10,8,10,7,8,4,2,4,1,4,4,1,4,4,4,4,1,4,5,4,5,6,3,4,4,3,1,2,4,1,4,1,3,3,3,3,5,4,The survey worked just fine and there were no issues
Female,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,"Professional degree (JD, MD)",In a relationship,,Unemployed,,36,Somewhat,4,2,5,6,5,7,5,6,6,6,5,5,6,6,5,6,5,6,5,6,5,5,6,6,5,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,2,4,4,3,3,4,4,4,3,3,3,3,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,41,Somewhat,2,1,8,8,7,6,8,7,8,8,8,8,2,7,8,1,8,2,7,7,9,8,9,8,8,4,3,4,2,3,4,2,4,2,3,3,1,4,5,5,6,6,5,2,4,2,4,5,4,2,2,2,2,4,4,4,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),In a relationship,,Full time,,41,,2,3,1,3,3,9,2,4,2,4,3,3,3,1,3,6,6,8,6,4,8,2,6,3,3,2,5,2,3,1,3,5,2,3,3,2,3,3,3,5,3,5,3,5,4,5,5,5,2,4,5,5,4,1,4,3,1,2,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Bachelor's degree in college (4year),In a relationship,,Full time,,37, Much,3,4,9,8,8,2,9,8,8,9,9,9,0,8,9,2,9,3,9,9,10,9,9,8,8,4,2,4,2,4,4,1,4,2,1,4,2,4,6,5,6,6,2,2,5,1,2,3,4,3,1,1,2,4,4,5,4,4,
Female,,"Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Associate degree in college (2year),In a relationship,,Part time,,26,,1,2,3,7,7,5,5,7,6,7,6,7,5,6,6,5,6,6,8,7,8,3,7,5,6,4,4,4,4,2,3,4,4,4,4,4,4,3,3,4,3,5,3,4,5,5,3,5,2,2,5,4,1,2,3,2,4,4,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Master's degree,In a relationship,,Full time,,40,,1,1,5,4,3,2,8,7,6,7,6,3,4,6,4,3,9,2,5,7,5,7,7,8,7,4,3,4,3,2,4,3,3,2,1,3,2,4,6,6,6,7,5,4,1,2,1,3,3,5,2,1,3,2,4,5,5,4,None
Female,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Bachelor's degree in college (4year),Single,,Full time,,31,,3,1,6,6,3,8,6,5,5,7,4,5,3,5,4,2,6,4,6,6,5,6,6,5,5,3,4,3,2,3,3,2,2,2,1,1,2,3,5,4,5,4,3,5,4,3,4,4,3,2,2,2,1,3,4,5,4,3,
Female,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Bachelor's degree in college (4year),Single,,Selfemployed,,40,,1,4,8,7,7,2,8,9,9,10,10,8,0,9,7,2,9,2,5,9,9,8,10,8,7,4,3,4,2,4,4,3,3,2,1,3,2,4,5,6,6,6,4,5,5,2,4,2,4,1,2,1,2,4,4,5,5,5,"Generally I hate the selfassessment personality questionnaire and emotional assessments (far too absolute and precise when life can't be fit into a shoe box) but this went quickly and as such, not as tedious. "
Male,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Bachelor's degree in college (4year),Single,,Unemployed,,46,Somewhat,1,1,4,5,6,4,5,5,4,6,4,5,5,6,6,6,5,5,6,5,4,5,5,4,5,2,3,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,5,2,4,4,3,3,2,3,3,3,4,
Male,,"White  (e.g German, Irish, English, Italian, Polish, French),Black African American(e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian)",,Associate degree in college (2year),In a relationship,,Full time,,48,,2,1,6,8,5,5,5,3,6,6,6,5,6,2,5,4,6,6,8,4,6,7,6,4,4,3,3,3,3,3,4,3,2,4,2,2,2,2,2,3,3,4,2,5,5,2,4,4,3,3,3,4,2,3,5,4,4,3,Good luck with your studies.
Female,,"White  (e.g German, Irish, English, Italian, Polish, French)",,Associate degree in college (2year),In a relationship,,Part time,,41, Much,1,5,9,10,9,2,9,4,9,10,10,9,8,3,9,1,8,2,10,4,8,10,8,9,9,4,2,4,3,4,4,2,5,2,3,4,1,5,5,6,6,7,2,3,5,1,4,5,2,1,2,1,1,4,5,5,5,5,
Male,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Bachelor's degree in college (4year),In a relationship,,Part time,,69,,1,1,6,6,6,2,7,8,6,6,6,6,3,8,7,1,6,2,7,8,6,6,6,6,7,4,2,4,1,3,4,2,4,2,2,4,2,4,5,6,6,6,5,4,4,2,2,4,2,1,3,1,3,3,4,4,4,3,
Female,,"White  (e.g German, Irish, English, Italian, Polish, French),American Indian Alaska Native(e.g. Navajo Nation, Blackfeet Trive, Mayan, Aztec, Native Villave of Barrow Inupiat Traditional Government, Nome Eskimo Community)",,Some college but no degree,"Other, please specify",Seperated,Selfemployed,,56, Much,2,1,5,5,1,10,5,3,3,0,0,2,10,0,4,8,6,10,3,3,0,7,0,0,0,1,5,2,4,2,2,4,1,4,5,1,5,1,2,1,1,3,1,4,5,4,5,4,4,3,4,5,1,1,3,4,1,5,i just ended a 2yr relationship today with a very violent man.  thos is why my emotions are the way ive presented them
Female,,"Asian  (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese)",,Bachelor's degree in college (4year),Single,,Full time,,50,,1,2,9,8,4,4,8,5,6,8,6,6,4,5,8,2,9,2,8,6,7,6,4,6,6,4,2,4,2,4,4,2,4,2,1,2,1,4,2,3,5,3,1,4,5,1,2,5,2,4,1,1,1,2,4,5,5,4,
